study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_md5	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB3366	SAMEA1573132	ERS185184	ERX162983	ERR188043	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	01efc176764853aed69851e29adf31d2;4ccd953d0e2ae6e62b40c42614acb1ed	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188043/ERR188043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188043/ERR188043_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188043/ERR188043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188043/ERR188043_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00384.2.M_111216_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00384.2.M_111216_4_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00384.2.M_111216_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00384.2.M_111216_4_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188043	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188043		
PRJEB3366	SAMEA1573216	ERS185292	ERX162864	ERR188044	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	75d29217a2477c91bde22d6e71c61df0;3d2a3ace20342c37436b231d7bfee635	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188044/ERR188044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188044/ERR188044_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188044/ERR188044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188044/ERR188044_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA18498.2.M_120131_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA18498.2.M_120131_1_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA18498.2.M_120131_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA18498.2.M_120131_1_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188044	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188044		
PRJEB3366	SAMEA1573276	ERS185194	ERX162754	ERR188045	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	c49acf0faed37a8ec2e9484198a8329b;5662a651378486f242a5d4131003b778	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188045/ERR188045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188045/ERR188045_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188045/ERR188045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188045/ERR188045_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00321.2.M_111216_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00321.2.M_111216_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00321.2.M_111216_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00321.2.M_111216_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188045	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188045		
PRJEB3366	SAMEA1573202	ERS185139	ERX163111	ERR188046	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	9cf6b09cf8725dfd58a23d8323325a00;45da18b710fc5a1da21959b4a1187b23	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188046/ERR188046_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188046/ERR188046_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188046/ERR188046_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188046/ERR188046_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00320.1.M_111124_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00320.1.M_111124_1_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00320.1.M_111124_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00320.1.M_111124_1_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188046	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188046		
PRJEB3366	SAMEA1573294	ERS185383	ERX163105	ERR188047	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	1ee5141a6e25b157945146873c9dbf7e;300a284ea239de84003a42788e38e5a2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188047/ERR188047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188047/ERR188047_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188047/ERR188047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188047/ERR188047_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA06994.2.M_111215_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA06994.2.M_111215_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA06994.2.M_111215_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA06994.2.M_111215_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188047	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188047		
PRJEB3366	SAMEA1573181	ERS185147	ERX162803	ERR188048	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	296d0a8ef3c41db07c8dac90b81d92e8;9f4a80da2f0d5b03b25ab88eb3be8094	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188048/ERR188048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188048/ERR188048_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188048/ERR188048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188048/ERR188048_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12489.1.M_111124_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12489.1.M_111124_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12489.1.M_111124_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12489.1.M_111124_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188048	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188048		
PRJEB3366	SAMEA1573373	ERS185392	ERX162877	ERR188049	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	7943a064b3eaecc7a95854d51c014cea;d18625d4950ec7a2ec0f98821344387d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188049/ERR188049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188049/ERR188049_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188049/ERR188049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188049/ERR188049_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA11931.1.M_111124_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA11931.1.M_111124_8_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA11931.1.M_111124_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA11931.1.M_111124_8_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188049	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188049		
PRJEB3366	SAMEA1573188	ERS185188	ERX163132	ERR188050	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	40ec564562f49aabd2ba01e310cc3bb2;498784fe9d4303842e1d28469c7140cc	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188050/ERR188050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188050/ERR188050_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188050/ERR188050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188050/ERR188050_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20518.4.M_120208_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20518.4.M_120208_3_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20518.4.M_120208_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20518.4.M_120208_3_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188050	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188050		
PRJEB3366	SAMEA1573406	ERS185401	ERX163020	ERR188051	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	55e50a5fb76f94de39138597537d4448;5c642900e59a8b03910c4635fbbe9b9e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188051/ERR188051_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188051/ERR188051_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188051/ERR188051_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188051/ERR188051_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12830.1.M_111124_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12830.1.M_111124_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12830.1.M_111124_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12830.1.M_111124_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188051	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188051		
PRJEB3366	SAMEA1573256	ERS185125	ERX163043	ERR188052	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	f5cdfdf2ed2006905495b7df4718aec9;a2f98c8cea47b55abb35132fb4a5c2a2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188052/ERR188052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188052/ERR188052_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188052/ERR188052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188052/ERR188052_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20541.1.M_111124_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20541.1.M_111124_4_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20541.1.M_111124_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20541.1.M_111124_4_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188052	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188052		
PRJEB3366	SAMEA1573152	ERS185337	ERX162739	ERR188053	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	a6293845c730979db7ddbf6390b412c2;80ad25c4a44ff0c5cca80ad32a9602a0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188053/ERR188053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188053/ERR188053_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188053/ERR188053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188053/ERR188053_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00242.3.M_120202_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00242.3.M_120202_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00242.3.M_120202_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00242.3.M_120202_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188053	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188053		
PRJEB3366	SAMEA1573508	ERS185367	ERX162791	ERR188054	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	82d38911bc84098b0451cf52fbb9473d;1e3afeda1102bb752aa38052ba0a65c5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188054/ERR188054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188054/ERR188054_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188054/ERR188054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188054/ERR188054_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20752.5.M_120131_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20752.5.M_120131_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20752.5.M_120131_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20752.5.M_120131_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188054	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188054		
PRJEB3366	SAMEA1573329	ERS185129	ERX163015	ERR188055	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	8ddf5a3b5f07b5f923401bd8f2f38096;effdbf165d4df37093d2eb88c633898b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188055/ERR188055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188055/ERR188055_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188055/ERR188055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188055/ERR188055_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA19171.1.M_111124_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA19171.1.M_111124_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA19171.1.M_111124_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA19171.1.M_111124_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188055	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188055		
PRJEB3366	SAMEA1573101	ERS185265	ERX162905	ERR188056	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	15c9df2da6b3522259f88d477df1e403;4dc9d9a0f5a9e418fbd0dc1a986a7116	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188056/ERR188056_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188056/ERR188056_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188056/ERR188056_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188056/ERR188056_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00331.7.M_120219_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00331.7.M_120219_8_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00331.7.M_120219_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00331.7.M_120219_8_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188056	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188056		
PRJEB3366	SAMEA1573412	ERS185456	ERX162760	ERR188057	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	a43cf3d922d943e2a2eafc354d64bc89;019f433dda8188a71a4672807245fab0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188057/ERR188057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188057/ERR188057_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188057/ERR188057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188057/ERR188057_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00262.2.M_111215_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00262.2.M_111215_8_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00262.2.M_111215_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00262.2.M_111215_8_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188057	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188057		
PRJEB3366	SAMEA1573158	ERS185109	ERX162807	ERR188058	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	5e0341d459655bff014b86c497e1cc1d;33f1f2cc357364e5c4df1844928a4962	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188058/ERR188058_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188058/ERR188058_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188058/ERR188058_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188058/ERR188058_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12005.4.M_120208_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12005.4.M_120208_1_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12005.4.M_120208_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12005.4.M_120208_1_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188058	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188058		
PRJEB3366	SAMEA1573233	ERS185099	ERX163068	ERR188059	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	4f496f38c9991c5dcb290c637b9f363d;989d24967199dfe76b54907585ee2f34	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188059/ERR188059_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188059/ERR188059_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188059/ERR188059_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188059/ERR188059_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00125.1.M_111124_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00125.1.M_111124_6_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00125.1.M_111124_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00125.1.M_111124_6_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188059	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188059		
PRJEB3366	SAMEA1573254	ERS185124	ERX163144	ERR188060	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	702edd629ec251241eab2ea9fbc7f746;b2f05240323cf965502c2d88f5bf1515	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188060/ERR188060_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188060/ERR188060_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188060/ERR188060_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188060/ERR188060_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA18517.3.M_120202_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA18517.3.M_120202_1_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA18517.3.M_120202_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA18517.3.M_120202_1_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188060	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188060		
PRJEB3366	SAMEA1573252	ERS185347	ERX162870	ERR188061	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	2f48c2eaa43b5457e546d7f9a9b892b0;6facf7fd65abadf9a9682c0ce5fe1642	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188061/ERR188061_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188061/ERR188061_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188061/ERR188061_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188061/ERR188061_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12761.6.M_120119_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12761.6.M_120119_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12761.6.M_120119_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12761.6.M_120119_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188061	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188061		
PRJEB3366	SAMEA1573296	ERS185096	ERX163162	ERR188062	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	4c9649674e92f8895f57606f88a7eb83;8985f57ab39a75f493a3a7a6150be601	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188062/ERR188062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188062/ERR188062_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188062/ERR188062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188062/ERR188062_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA11992.6.M_120119_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA11992.6.M_120119_5_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA11992.6.M_120119_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA11992.6.M_120119_5_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188062	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188062		
PRJEB3366	SAMEA1573467	ERS185324	ERX162826	ERR188063	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	56e292173e38a1444d03f5a4c4894f25;addfb312a4eb00306fd173f78868b147	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188063/ERR188063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188063/ERR188063_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188063/ERR188063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188063/ERR188063_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20509.7.M_120219_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20509.7.M_120219_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20509.7.M_120219_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20509.7.M_120219_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188063	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188063		
PRJEB3366	SAMEA1573324	ERS185166	ERX162945	ERR188064	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	89599f8ebcb5274ffd6fd9d16841119b;c68dcdc7ebe2dd5f31f76d979c2dd519	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188064/ERR188064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188064/ERR188064_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188064/ERR188064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188064/ERR188064_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA19144.1.M_120209_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA19144.1.M_120209_1_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA19144.1.M_120209_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA19144.1.M_120209_1_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188064	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188064		
